spatial id,temporal id,Target (normal),Normal target,_Daily_Cases t-1,_Daily_Cases t,Daily_Deaths t-1,Daily_Deaths t,retail_and_recreation_percent_change_from_baseline t-1,retail_and_recreation_percent_change_from_baseline t
1,2021-02-24,139.99999999999997,139.99999999999997,59,37,93.7,53.9,22,30
1,2021-02-25,18.4,18.4,37,53,53.9,82.3,30,26
1,2021-02-26,123.4,123.4,53,23,82.3,29.5,26,32
1,2021-02-27,27.1,27.1,23,96,29.5,145.5,32,59
1,2021-02-28,-18.6,-18.6,96,77,145.5,121.0,59,33
1,2021-03-01,72.99999999999999,72.99999999999999,77,74,121.0,101.2,33,82
1,2021-03-02,50.5,50.5,74,9,101.2,13.8,82,5
1,2021-03-03,56.0,56.0,9,67,13.8,102.5,5,38
1,2021-03-04,140.0,140.0,67,59,102.5,89.8,38,35
1,2021-03-05,76.8,76.8,59,52,89.8,70.69999999999999,35,59
1,2021-03-06,79.1,79.1,52,80,70.69999999999999,118.3,59,59
1,2021-03-07,74.39999999999999,74.39999999999999,80,46,118.3,60.2,59,60
1,2021-03-08,134.8,134.8,46,60,60.2,76.2,60,86
1,2021-03-09,67.4,67.4,60,35,76.2,39.400000000000006,86,67
1,2021-03-10,86.60000000000001,86.60000000000001,35,94,39.400000000000006,139.99999999999997,67,66
1,2021-03-11,144.4,144.4,94,20,139.99999999999997,18.4,66,52
1,2021-03-12,98.8,98.8,20,80,18.4,123.4,52,42
1,2021-03-13,70.89999999999999,70.89999999999999,80,32,123.4,27.1,42,91
1,2021-03-14,52.19999999999999,52.19999999999999,32,3,27.1,-18.6,91,79
1,2021-03-15,116.0,116.0,3,47,-18.6,72.99999999999999,79,23
1,2021-03-16,45.4,45.4,47,32,72.99999999999999,50.5,23,13
1,2021-03-17,149.29999999999998,149.29999999999998,32,37,50.5,56.0,13,23
1,2021-03-18,38.8,38.8,37,85,56.0,140.0,23,15
1,2021-03-19,19.4,19.4,85,48,140.0,76.8,15,16
1,2021-03-20,39.900000000000006,39.900000000000006,48,49,76.8,79.1,16,14
1,2021-03-21,78.1,78.1,49,48,79.1,74.39999999999999,14,24
1,2021-03-22,18.8,18.8,48,80,74.39999999999999,134.8,24,4
1,2021-03-23,12.6,12.6,80,46,134.8,67.4,4,36
1,2021-03-24,59.69999999999999,59.69999999999999,46,61,67.4,86.60000000000001,36,57
1,2021-03-25,132.29999999999998,132.29999999999998,61,92,86.60000000000001,144.4,57,40
1,2021-03-26,22.000000000000004,22.000000000000004,92,71,144.4,98.8,40,73
1,2021-03-27,31.7,31.7,71,47,98.8,70.89999999999999,73,30
1,2021-03-28,25.9,25.9,47,42,70.89999999999999,52.19999999999999,30,64
1,2021-03-29,15.599999999999998,15.599999999999998,42,82,52.19999999999999,116.0,64,78
1,2021-03-30,41.2,41.2,82,35,116.0,45.4,78,47
1,2021-03-31,91.5,91.5,35,91,45.4,149.29999999999998,47,18
1,2021-04-01,53.69999999999999,53.69999999999999,91,35,149.29999999999998,38.8,18,69
1,2021-04-02,135.29999999999998,135.29999999999998,35,16,38.8,19.4,69,26
1,2021-04-03,-15.8,-15.8,16,33,19.4,39.900000000000006,26,54
1,2021-04-04,147.9,147.9,33,53,39.900000000000006,78.1,54,40
1,2021-04-05,119.4,119.4,53,25,78.1,18.8,40,79
1,2021-04-06,127.39999999999998,127.39999999999998,25,15,18.8,12.6,79,43
1,2021-04-07,43.1,43.1,15,42,12.6,59.69999999999999,43,39
1,2021-04-08,65.2,65.2,42,78,59.69999999999999,132.29999999999998,39,1
1,2021-04-09,4.799999999999997,4.799999999999997,78,23,132.29999999999998,22.000000000000004,1,57
1,2021-04-10,131.4,131.4,23,31,22.000000000000004,31.7,57,70
1,2021-04-11,-17.4,-17.4,31,20,31.7,25.9,70,27
1,2021-04-12,43.3,43.3,20,24,25.9,15.599999999999998,27,84
1,2021-04-13,52.9,52.9,24,26,15.599999999999998,41.2,84,10
1,2021-04-14,20.4,20.4,26,54,41.2,91.5,10,1
1,2021-04-15,39.2,39.2,54,42,91.5,53.69999999999999,1,59
1,2021-04-16,14.299999999999995,14.299999999999995,42,96,53.69999999999999,135.29999999999998,59,93
1,2021-04-17,123.4,123.4,96,2,135.29999999999998,-15.8,93,64
1,2021-04-18,132.0,132.0,2,93,-15.8,147.9,64,34
1,2021-04-19,81.8,81.8,93,81,147.9,119.4,34,61
1,2021-04-20,58.9,58.9,81,79,119.4,127.39999999999998,61,23
1,2021-04-21,109.3,109.3,79,34,127.39999999999998,43.1,23,49
1,2021-04-22,45.2,45.2,34,41,43.1,65.2,49,15
1,2021-04-23,97.4,97.4,41,18,65.2,4.799999999999997,15,86
1,2021-04-24,124.7,124.7,18,93,4.799999999999997,131.4,86,89
1,2021-04-25,103.2,103.2,93,0,131.4,-17.4,89,58
1,2021-04-26,25.2,25.2,0,41,-17.4,43.3,58,88
1,2021-04-27,50.9,50.9,41,35,43.3,52.9,88,22
1,2021-04-28,47.4,47.4,35,12,52.9,20.4,22,0
1,2021-04-29,115.79999999999998,115.79999999999998,12,31,20.4,39.2,0,45
1,2021-04-30,5.4,5.4,31,19,39.2,14.299999999999995,45,60
1,2021-05-01,55.7,55.7,19,80,14.299999999999995,123.4,60,42
1,2021-05-02,95.1,95.1,80,90,123.4,132.0,42,70
1,2021-05-03,-6.900000000000002,-6.900000000000002,90,49,132.0,81.8,70,5
1,2021-05-04,59.1,59.1,49,44,81.8,58.9,5,53
1,2021-05-05,-20.8,-20.8,44,65,58.9,109.3,53,4
1,2021-05-06,88.6,88.6,65,37,109.3,45.2,4,59
1,2021-05-07,107.5,107.5,37,67,45.2,97.4,59,55
1,2021-05-08,,,67,85,97.4,124.7,55,66
1,2021-05-09,,,85,72,124.7,103.2,66,64
1,2021-05-10,,,72,21,103.2,25.2,64,35
1,2021-05-11,,,21,37,25.2,50.9,35,40
1,2021-05-12,,,37,30,50.9,47.4,40,12
1,2021-05-13,,,30,81,47.4,115.79999999999998,12,73
1,2021-05-14,,,81,6,115.79999999999998,5.4,73,16
1,2021-05-15,,,6,46,5.4,55.7,16,75
1,2021-05-16,,,46,69,55.7,95.1,75,74
1,2021-05-17,,,69,12,95.1,-6.900000000000002,74,91
1,2021-05-18,,,12,36,-6.900000000000002,59.1,91,7
1,2021-05-19,,,36,4,59.1,-20.8,7,92
1,2021-05-20,,,4,65,-20.8,88.6,92,73
1,2021-05-21,,,65,74,88.6,107.5,73,61
